college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca,year
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",BIO TECHNOLOGY,180.5,171.0,163.5,154.0,142.5,,,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",CIVIL ENGINEERING,163.5,152.0,142.5,159.5,135.5,,144.0,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",CHEMICAL ENGINEERING,173.0,162.0,166.0,171.5,153.5,,166.0,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING,189.5,189.0,185.5,188.5,168.0,152.5,170.5,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,187.0,186.0,182.0,183.5,163.5,129.5,149.0,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,181.0,180.5,172.5,171.0,143.5,,119.5,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",INFORMATION TECHNOLOGY,188.5,187.0,184.5,184.0,161.0,126.5,130.5,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",MECHANICAL ENGINEERING(AUTOMOBILE),160.5,155.0,149.0,,129.0,,,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",MECHANICAL ENGINEERING,174.5,168.5,164.0,171.0,156.5,,106.0,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",MARINE ENGINEERING,153.0,,,,,,,2021.0
"Sri Venkateswara College of Engineering - Sriperumbadur,Kancheepuram(Dist)",MECHANICAL AND AUTOMATION ENGINEERING,165.0,157.0,152.5,147.0,129.0,,108.0,2021.0
"Srinivasa Institute of Engineering and Technology - Poonamallee, Chennai [Tiruvallur ( Dist)]",COMPUTER SCIENCE AND ENGINEERING,120.0,97.0,102.5,,,,,2021.0
"Srinivasa Institute of Engineering and Technology - Poonamallee, Chennai [Tiruvallur ( Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,137.0,,,,,,,2021.0
"Srinivasa Institute of Engineering and Technology - Poonamallee, Chennai [Tiruvallur ( Dist)]",MEDICAL ELECTRONICS ENGINEERING,133.0,,,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,135.0,122.0,99.5,,118.5,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",AERONAUTICAL ENGINEERING,108.5,,101.0,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",AUTOMOBILE ENGINEERING,101.0,,,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,106.5,95.0,94.5,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,109.5,,,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,83.5,,,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",INFORMATION TECHNOLOGY,92.0,,,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",MECHANICAL ENGINEERING,88.5,,,,,,,2021.0
"P.B. College of Engineering - Irungkatukottai, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),88.0,,,,,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156.0,143.0,142.5,143.5,119.0,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",COMPUTER SCIENCE AND ENGINEERING,164.5,157.5,149.5,144.0,128.0,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",ELECTRONICS AND COMMUNICATION ENGINEERING,148.0,143.0,136.0,143.5,97.0,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",ELECTRICAL AND ELECTRONICS ENGINEERING,142.5,125.5,113.5,,,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",INFORMATION TECHNOLOGY,154.5,143.5,138.5,,124.0,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",MECHANICAL ENGINEERING,130.0,108.5,117.5,124.0,,,,2021.0
"Loyola Institute of Technology - Sriperumbudur,Kanchipuram",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),154.0,143.0,134.5,152.0,125.0,,,2021.0
P.T. Lee Chengalvaraya Naicker College of Enggineering and Technology - Kanchipuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174.5,98.5,163.0,,92.0,,91.0,2021.0
P.T. Lee Chengalvaraya Naicker College of Enggineering and Technology - Kanchipuram,COMPUTER SCIENCE AND ENGINEERING,156.0,93.5,150.0,,92.0,,,2021.0
P.T. Lee Chengalvaraya Naicker College of Enggineering and Technology - Kanchipuram,ELECTRONICS AND COMMUNICATION ENGINEERING,150.0,104.5,144.5,,97.0,,,2021.0
P.T. Lee Chengalvaraya Naicker College of Enggineering and Technology - Kanchipuram,ELECTRICAL AND ELECTRONICS ENGINEERING,127.5,105.0,109.0,,91.5,,,2021.0
P.T. Lee Chengalvaraya Naicker College of Enggineering and Technology - Kanchipuram,INFORMATION TECHNOLOGY,166.0,112.0,159.0,,120.0,,,2021.0
P.T. Lee Chengalvaraya Naicker College of Enggineering and Technology - Kanchipuram,MECHANICAL ENGINEERING,114.5,93.0,100.0,,106.0,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,118.5,98.0,102.5,109.0,85.5,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",BIO MEDICAL ENGINEERING,120.0,,,,,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",COMPUTER SCIENCE AND ENGINEERING,126.5,101.0,108.0,116.5,,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,109.0,107.0,110.0,,,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",INFORMATION TECHNOLOGY,88.5,,,,,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",ROBOTICS AND AUTOMATION,83.0,,,,,,,2021.0
"Alpha College of Engineering -Poonamallee, Chennai",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),86.5,,,,,,,2021.0
Indira Institute of Engineering and Technology - Tiruvallur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,97.5,,,,,,,2021.0
Indira Institute of Engineering and Technology - Tiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING,101.5,,92.5,,79.5,,,2021.0
Indira Institute of Engineering and Technology - Tiruvallur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,105.5,,,,,,,2021.0
Indira Institute of Engineering and Technology - Tiruvallur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,84.0,,,,,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,97.0,103.5,,111.5,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",AERONAUTICAL ENGINEERING,82.0,,,,,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND BUSSINESS SYSTEM,109.5,109.0,101.5,,90.0,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING,137.0,109.0,133.0,,112.0,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,119.0,99.5,96.0,111.0,98.0,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,101.5,,,,,,,2021.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),111.5,,,,,,,2021.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,88.5,,,,,,,2021.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",COMPUTER SCIENCE AND ENGINEERING,114.5,,,,,,,2021.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,86.0,,,,,,,2021.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",INFORMATION TECHNOLOGY,83.0,,,,,,,2021.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),91.5,,,,,,,2021.0
Adhi College of Engineering and Technology - Kanchipuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140.0,111.5,131.0,,125.5,,,2021.0
Adhi College of Engineering and Technology - Kanchipuram,COMPUTER SCIENCE AND ENGINEERING,132.0,91.0,96.5,,98.0,,,2021.0
Adhi College of Engineering and Technology - Kanchipuram,ELECTRONICS AND COMMUNICATION ENGINEERING,116.0,88.5,87.0,99.0,99.5,113.5,,2021.0
Adhi College of Engineering and Technology - Kanchipuram,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,,,,,,2021.0
Adhi College of Engineering and Technology - Kanchipuram,INFORMATION TECHNOLOGY,140.0,115.5,125.5,,103.5,,,2021.0
Adhi College of Engineering and Technology - Kanchipuram,MECHANICAL ENGINEERING,86.0,,,,,,,2021.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),COMPUTER SCIENCE AND ENGINEERING,97.5,,,,,,,2021.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,127.5,,,,,,,2021.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,84.5,,,,,,,2021.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),INFORMATION TECHNOLOGY,95.0,,,,,,,2021.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),MECHANICAL ENGINEERING,82.0,,,,,,,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,159.0,152.0,141.0,152.5,116.0,,,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",COMPUTER SCIENCE AND ENGINEERING,158.0,147.0,144.5,144.0,109.5,,129.5,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,154.5,145.0,141.5,131.0,106.5,,,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,143.0,130.0,135.5,,101.5,,,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",INFORMATION TECHNOLOGY,157.5,145.0,143.5,143.5,107.5,,,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",MECHANICAL ENGINEERING,122.0,90.5,114.0,,103.5,,,2021.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",MECHATRONICS ENGINEERING,133.0,109.0,109.5,,116.0,,,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144.5,105.0,122.0,119.0,88.5,,,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",BIO MEDICAL ENGINEERING,138.5,115.0,103.0,88.0,,,,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING,143.5,107.5,124.0,127.0,110.0,,113.0,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,126.0,95.0,115.5,,103.5,,,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,114.0,,102.5,,87.5,,,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",INFORMATION TECHNOLOGY,142.5,92.0,116.5,,95.5,,,2021.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",MECHANICAL ENGINEERING,97.0,,91.5,,,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,125.0,119.0,115.5,,84.0,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),133.5,102.5,116.5,,111.5,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING,136.0,116.5,126.5,124.5,81.0,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,115.0,84.5,95.5,,81.0,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,96.5,,95.0,87.5,89.0,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),INFORMATION TECHNOLOGY,107.5,103.5,,107.0,88.0,,,2021.0
T.J.S. Engineering College - Thiruvallur (Dist),MECHANICAL ENGINEERING,111.0,,104.0,,,,,2021.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,111.0,85.5,94.5,,84.5,,,2021.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),COMPUTER SCIENCE AND ENGINEERING,103.0,103.0,,,101.5,,,2021.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,97.5,,,,,,,2021.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),INFORMATION TECHNOLOGY,85.0,,,,,,,2021.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),102.5,,,,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5,111.5,112.0,144.5,111.5,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),144.0,108.5,99.5,141.5,103.5,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND BUSSINESS SYSTEM,148.0,110.5,,,92.5,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",CIVIL ENGINEERING,117.0,117.5,,87.0,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND ENGINEERING,163.0,123.5,124.0,160.0,114.5,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRONICS AND COMMUNICATION (ADVANCED COMMUNICATION TECHNOLOGY),114.0,92.5,89.0,113.0,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,135.0,117.5,104.0,132.5,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,117.5,,,103.0,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),105.0,,,87.5,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",INFORMATION TECHNOLOGY,145.5,83.0,113.0,,116.0,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",MECHANICAL ENGINEERING,117.0,,105.0,,,,,2021.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),139.0,113.0,113.0,,103.5,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136.0,97.0,104.0,,108.5,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],BIO TECHNOLOGY,114.0,,96.0,101.0,92.5,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],COMPUTER SCIENCE AND BUSSINESS SYSTEM,112.5,98.5,96.0,,103.0,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],COMPUTER SCIENCE AND ENGINEERING,139.5,115.5,87.5,105.0,103.5,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,118.5,95.5,98.0,,91.0,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,91.5,83.0,86.0,,,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],INFORMATION TECHNOLOGY,129.5,108.0,103.5,,103.5,,,2021.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],MECHANICAL ENGINEERING,88.0,,,,,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181.0,175.5,172.3333,175.0,147.0,115.5,119.5,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),177.5,175.0,169.0,174.5,154.0,111.5,115.0,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",AUTOMOBILE ENGINEERING,145.5,141.0,141.5,134.0,119.5,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",BIO MEDICAL ENGINEERING,172.0,160.0,148.0,170.67,131.5,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",BIO TECHNOLOGY,169.5,163.0,153.5,148.5,135.0,,123.0,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,174.5,171.0,170.5,170.0,145.5,,122.0,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND DESIGN,176.5,170.5,169.0,173.0,146.0,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",CIVIL ENGINEERING,160.0,129.0,133.0,,135.0,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING,182.5,178.5,174.5,177.5,155.5,,121.0,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,174.5,168.5,175.5,143.5,,125.0,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,171.5,166.0,159.5,163.0,134.5,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",INFORMATION TECHNOLOGY,177.5,173.5,172.0,175.0,147.5,115.5,84.0,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",MECHANICAL ENGINEERING,159.5,149.5,145.5,119.0,124.0,98.5,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ROBOTICS AND AUTOMATION,174.0,166.5,150.0,169.5,137.0,,,2021.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),180.0,177.5,173.0,175.0,150.0,,103.0,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,159.5,153.5,147.5,128.0,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),161.0,156.5,152.5,151.5,123.5,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",AEROSPACE ENGINEERING,169.5,150.0,95.5,,111.0,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",BIO TECHNOLOGY,150.5,143.5,128.5,,121.0,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",COMPUTER SCIENCE AND ENGINEERING,167.5,162.0,159.5,153.0,131.0,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,160.5,156.5,152.5,143.5,114.0,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,149.0,139.0,137.5,109.5,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",INFORMATION TECHNOLOGY,162.0,156.5,155.0,149.0,124.0,,,2021.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",MECHANICAL ENGINEERING,140.0,94.0,115.5,,109.0,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,149.0,150.5,158.0,117.5,,141.5,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),154.5,143.0,144.5,155.0,121.5,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",BIO MEDICAL ENGINEERING,137.5,100.0,105.0,,105.5,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,154.0,144.5,141.5,138.0,128.5,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,160.0,151.0,147.0,155.5,131.5,,122.0,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,143.5,141.0,,123.5,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,153.5,138.0,125.0,,115.5,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,156.5,145.5,143.5,152.0,128.0,,,2021.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),151.5,143.0,138.5,146.0,111.5,,,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,171.5,166.5,163.0,169.0,143.0,,135.5,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",CIVIL ENGINEERING,127.5,106.0,96.5,111.5,103.5,,,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",COMPUTER SCIENCE AND ENGINEERING,180.0,172.5,165.5,173.5,164.5,132.5,131.0,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,172.0,166.0,162.0,170.0,131.0,,115.5,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,160.0,154.5,146.5,142.0,118.5,,,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",INFORMATION TECHNOLOGY,172.0,167.0,163.0,169.5,145.5,113.0,113.5,2021.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",MECHANICAL ENGINEERING,150.0,124.0,121.0,114.0,119.0,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.0,137.0,136.5,125.5,112.5,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,147.5,127.5,124.0,,106.5,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",CIVIL ENGINEERING,106.0,,,,,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,164.5,141.5,150.5,124.0,113.5,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,141.0,117.5,108.5,133.5,108.0,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,100.5,,,,,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,152.5,129.5,129.0,140.0,103.5,,,2021.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,106.0,,,,,,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.0,163.5,160.0,162.0,139.0,,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",AERONAUTICAL ENGINEERING,166.5,158.5,150.0,158.5,124.5,,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",AEROSPACE ENGINEERING,177.5,163.5,167.0,147.0,151.0,,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",AUTOMOBILE ENGINEERING,135.5,121.5,102.5,,99.0,,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",CIVIL ENGINEERING,111.0,97.5,,,,103.5,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,170.0,163.5,158.0,161.0,134.0,134.5,,2021.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,166.0,157.5,156.0,164.0,125.5,,,2021.0
