college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca,year
Indira Institute of Engineering and Technology - Tiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING,101.5,,92.5,,81.0,,,2022.0
Indira Institute of Engineering and Technology - Tiruvallur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,104.0,,,,,,,2022.0
Indira Institute of Engineering and Technology - Tiruvallur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,82.5,,,,,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,97.5,105.5,,113.0,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",AERONAUTICAL ENGINEERING,82.5,,,,,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND BUSSINESS SYSTEM,111.0,108.0,101.0,,88.5,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING,137.0,109.0,134.0,,113.0,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,117.0,99.5,98.0,112.5,97.5,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,101.5,,,,,,,2022.0
"Apollo Engineering College - Sriperumbadur,Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),111.5,,,,,,,2022.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,88.5,,,,,,,2022.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",COMPUTER SCIENCE AND ENGINEERING,115.0,,,,,,,2022.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,84.0,,,,,,,2022.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",INFORMATION TECHNOLOGY,83.0,,,,,,,2022.0
"ARM College of Engineering and Technology - Chengalpet,Kancheepuram (Dist)",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),90.0,,,,,,,2022.0
Adhi College of Engineering and Technology - Kanchipuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.5,113.5,129.5,,127.0,,,2022.0
Adhi College of Engineering and Technology - Kanchipuram,COMPUTER SCIENCE AND ENGINEERING,133.5,89.5,98.0,,99.5,,,2022.0
Adhi College of Engineering and Technology - Kanchipuram,ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,89.0,86.5,100.0,100.5,114.0,,2022.0
Adhi College of Engineering and Technology - Kanchipuram,ELECTRICAL AND ELECTRONICS ENGINEERING,81.5,,,,,,,2022.0
Adhi College of Engineering and Technology - Kanchipuram,INFORMATION TECHNOLOGY,138.0,115.0,127.5,,103.0,,,2022.0
Adhi College of Engineering and Technology - Kanchipuram,MECHANICAL ENGINEERING,85.5,,,,,,,2022.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),COMPUTER SCIENCE AND ENGINEERING,97.5,,,,,,,2022.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,128.0,,,,,,,2022.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,84.0,,,,,,,2022.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),INFORMATION TECHNOLOGY,93.5,,,,,,,2022.0
JEI Mathaajee College of Engineering - Kanchipuram(Dist),MECHANICAL ENGINEERING,81.5,,,,,,,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,159.5,150.0,142.5,153.0,117.5,,,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",COMPUTER SCIENCE AND ENGINEERING,159.0,148.5,144.5,144.0,108.5,,129.5,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,155.0,144.5,143.0,131.0,106.5,,,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,143.0,131.5,137.5,,101.5,,,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",INFORMATION TECHNOLOGY,158.5,145.0,142.0,143.0,107.5,,,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",MECHANICAL ENGINEERING,122.0,91.0,114.0,,105.0,,,2022.0
"Velammal Institute of Technology - Ponneri, Tiruvallur (Dist)",MECHATRONICS ENGINEERING,132.5,108.0,110.5,,115.0,,,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144.0,107.0,120.5,117.5,90.5,,,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",BIO MEDICAL ENGINEERING,137.0,114.5,104.5,88.5,,,,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING,145.5,107.0,126.0,127.5,108.5,,113.5,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,127.5,93.0,116.0,,104.5,,,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,,100.5,,87.5,,,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",INFORMATION TECHNOLOGY,143.0,90.5,116.5,,97.0,,,2022.0
"BKR College of Engineering and Technology - Tiruttani, [Tiruvallur(Dist)]",MECHANICAL ENGINEERING,97.5,,91.0,,,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,125.5,117.0,117.5,,86.0,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),133.5,101.0,116.5,,111.5,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING,135.5,115.0,126.0,122.5,82.5,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,115.5,85.0,95.5,,82.5,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,96.0,,95.5,89.0,87.0,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),INFORMATION TECHNOLOGY,107.5,103.5,,107.0,87.0,,,2022.0
T.J.S. Engineering College - Thiruvallur (Dist),MECHANICAL ENGINEERING,111.0,,103.5,,,,,2022.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,112.0,83.5,95.0,,82.5,,,2022.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),COMPUTER SCIENCE AND ENGINEERING,102.5,101.5,,,99.5,,,2022.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,96.5,,,,,,,2022.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),INFORMATION TECHNOLOGY,83.5,,,,,,,2022.0
Madha Institute of Engineering and Technology - Kancheepuram(Dist),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),103.0,,,,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,145.5,111.5,112.5,145.0,112.5,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),142.0,110.0,99.5,143.0,103.5,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND BUSSINESS SYSTEM,147.5,111.0,,,92.5,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",CIVIL ENGINEERING,118.5,115.5,,85.5,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND ENGINEERING,163.5,122.5,125.5,159.5,113.5,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRONICS AND COMMUNICATION (ADVANCED COMMUNICATION TECHNOLOGY),112.0,91.0,87.5,112.0,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,136.5,115.5,105.5,134.0,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,116.0,,,103.0,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),105.0,,,88.5,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",INFORMATION TECHNOLOGY,146.0,83.0,113.0,,116.0,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",MECHANICAL ENGINEERING,117.0,,105.0,,,,,2022.0
"Mohamed Sathak A.J.College of Engineering - Kelambakkam, Chennai",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),141.0,111.0,114.5,,105.0,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,137.0,97.0,104.0,,110.5,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],BIO TECHNOLOGY,114.5,,94.5,100.5,92.0,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],COMPUTER SCIENCE AND BUSSINESS SYSTEM,112.5,100.5,97.0,,103.0,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],COMPUTER SCIENCE AND ENGINEERING,139.5,117.0,87.5,105.0,103.0,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,118.5,94.5,98.5,,92.5,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,92.0,81.5,85.5,,,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],INFORMATION TECHNOLOGY,129.0,108.0,105.5,,104.0,,,2022.0
Anand Institute of Higher Technology - Chennai [Kanchipuram(Dist)],MECHANICAL ENGINEERING,88.0,,,,,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181.0,176.0,171.8333,175.0,146.0,115.5,120.0,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),177.5,173.0,169.0,175.5,154.5,112.5,113.5,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",AUTOMOBILE ENGINEERING,145.0,141.5,143.0,132.0,119.0,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",BIO MEDICAL ENGINEERING,172.5,158.0,148.0,169.17,133.0,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",BIO TECHNOLOGY,169.5,161.5,152.5,148.5,134.5,,123.0,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,174.5,170.5,170.5,172.0,145.0,,121.5,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND DESIGN,174.5,171.0,167.5,174.5,144.5,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",CIVIL ENGINEERING,159.5,129.0,132.5,,135.0,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING,184.0,178.5,174.5,177.5,155.5,,121.0,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,174.5,170.0,177.0,141.5,,123.5,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,170.0,166.0,159.5,163.5,135.5,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",INFORMATION TECHNOLOGY,179.0,175.5,171.0,175.0,149.0,115.5,83.5,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",MECHANICAL ENGINEERING,161.0,148.5,145.5,120.5,125.0,96.5,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",ROBOTICS AND AUTOMATION,172.0,168.0,151.5,169.0,137.5,,,2022.0
"Easwari Engineering College - Ramapuram, Chennai [ Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),180.0,176.0,171.5,175.0,151.5,,103.0,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,166.5,160.5,155.0,147.5,130.0,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),161.0,156.5,151.5,151.5,122.0,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",AEROSPACE ENGINEERING,169.5,150.0,95.5,,110.5,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",BIO TECHNOLOGY,150.5,143.5,127.0,,121.0,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",COMPUTER SCIENCE AND ENGINEERING,166.5,162.0,160.0,151.0,132.5,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,162.0,155.0,152.5,144.0,113.0,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,154.0,151.0,139.0,139.0,107.5,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",INFORMATION TECHNOLOGY,164.0,156.5,155.0,147.5,126.0,,,2022.0
"Jeppiaar Engineering College - Sholinganallur, Chennai",MECHANICAL ENGINEERING,138.5,94.0,114.0,,109.5,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,150.5,150.5,158.5,119.0,,140.0,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),154.5,143.5,143.0,153.5,123.5,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",BIO MEDICAL ENGINEERING,136.0,98.0,106.5,,106.5,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,154.0,142.5,140.5,138.5,127.5,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,159.0,150.5,145.5,154.0,131.5,,120.5,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,142.5,141.5,,122.0,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,152.0,138.5,125.5,,115.5,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,156.5,146.0,145.0,153.5,128.0,,,2022.0
"Jerusalem College of Engineering - Pallikkaranai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),153.0,141.5,140.0,147.0,113.0,,,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.0,166.5,164.0,169.0,143.0,,133.5,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",CIVIL ENGINEERING,127.5,104.5,98.5,109.5,105.0,,,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",COMPUTER SCIENCE AND ENGINEERING,180.5,174.5,166.0,173.5,163.5,133.5,132.5,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,173.0,166.0,161.0,170.5,131.0,,115.5,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,161.5,153.0,147.0,142.0,118.5,,,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",INFORMATION TECHNOLOGY,171.5,168.0,163.5,171.0,147.5,112.5,113.0,2022.0
"Meenakshi Sundararajan Engineering College -Kodambakkam,Chennai",MECHANICAL ENGINEERING,149.5,124.0,121.0,114.0,119.0,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,137.5,136.0,124.5,111.5,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,146.0,127.5,124.0,,108.0,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",CIVIL ENGINEERING,108.0,,,,,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,163.5,142.0,150.5,125.5,115.0,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,142.5,117.5,110.0,135.0,107.5,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,100.5,,,,,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,151.0,130.0,129.0,139.0,103.0,,,2022.0
"M.N.M Jain Engineering College - Okkam Thoraipakkam, Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,105.0,,,,,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,169.0,165.0,160.5,162.0,139.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",AERONAUTICAL ENGINEERING,164.5,159.0,149.5,158.5,122.5,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",AEROSPACE ENGINEERING,177.5,163.5,167.0,149.0,151.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",AUTOMOBILE ENGINEERING,134.5,121.5,104.0,,97.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",CIVIL ENGINEERING,111.0,98.5,,,,102.0,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,169.0,161.5,156.5,159.5,133.0,133.0,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,164.5,157.0,154.5,163.5,124.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,159.5,153.0,141.5,138.0,114.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",FASHION TECHNOLOGY,133.5,118.5,108.5,,,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,166.5,161.0,154.5,163.0,136.5,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,151.5,145.0,128.0,122.5,106.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",MECHATRONICS ENGINEERING,156.5,151.5,147.0,145.0,114.0,,,2022.0
"K.C.G College of Technology - Karapakkam , Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),166.5,161.5,155.5,163.5,143.5,,,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",BIO MEDICAL ENGINEERING,190.0,188.5,186.5,191.5,167.5,,166.0,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",CIVIL ENGINEERING,189.5,184.5,184.0,187.5,165.5,,126.5,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",CHEMICAL ENGINEERING,191.5,187.0,188.0,189.0,169.0,158.5,134.5,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),196.0,193.5,193.5,195.5,184.0,,162.0,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",COMPUTER SCIENCE AND ENGINEERING,197.5,197.0,197.0,197.5,191.0,177.5,183.0,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,198.0,195.0,194.0,196.0,188.5,171.0,179.0,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,196.0,195.5,193.5,192.5,182.5,169.5,158.0,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",INFORMATION TECHNOLOGY,196.0,196.0,195.0,195.5,188.5,,178.5,2022.0
"Sri Sivasubramaniya Nadar College of Engineering - Thiruporur, Kanchipuram(Dist)",MECHANICAL ENGINEERING,191.0,190.0,188.5,189.5,175.0,160.0,157.5,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.0,142.5,142.5,156.5,135.0,,121.0,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",BIO MEDICAL ENGINEERING,136.5,86.5,113.0,,103.0,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",CIVIL ENGINEERING,128.0,107.5,106.0,,109.5,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",CHEMICAL ENGINEERING,130.5,100.0,116.0,112.5,96.0,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,154.5,140.0,133.5,127.5,111.0,98.5,112.5,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,158.5,142.5,136.0,136.0,112.5,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,147.5,132.5,119.5,,104.0,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,146.0,136.0,133.0,120.0,116.5,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,126.5,101.5,104.5,,115.0,,,2022.0
"Vel's Srinivasa College of Engineering and Technology - Navalur,Chennai [Kanchipuram(Dist)]",MECHATRONICS ENGINEERING,143.0,118.5,123.0,116.0,102.5,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,175.5,172.5,166.0,168.0,136.0,105.0,104.0,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,172.0,170.0,164.0,163.0,140.0,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",BIO TECHNOLOGY,169.5,158.0,154.0,155.5,133.0,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",CHEMICAL ENGINEERING,167.0,149.5,119.0,139.0,91.5,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,184.5,177.0,177.0,177.0,151.5,151.0,127.5,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,181.0,174.0,168.5,178.5,138.5,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,165.0,160.0,154.0,158.0,126.5,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,178.0,175.0,167.5,172.5,140.5,121.0,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,150.5,138.0,127.5,120.5,108.0,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",MECHATRONICS ENGINEERING,166.5,156.5,154.0,117.0,134.5,,,2022.0
"St.Joseph's College of Engineering - Sholinganallur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),175.5,174.0,166.5,166.5,140.0,,,2022.0
"T.J Institute of Technology - Karapakkam, Chennai[Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,91.0,,91.0,,,,,2022.0
"T.J Institute of Technology - Karapakkam, Chennai[Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),83.5,,,,,,,2022.0
"T.J Institute of Technology - Karapakkam, Chennai[Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,81.5,,,,,,,2022.0
